"Link","Name","Pos","Year","College","RAS","All Time"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22161'>Link</a>","David Kroll","OT","2022","Delaware","4.48","4.48"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21359'>Link</a>","Brock Purdy","QB","2022","Iowa State","4.47","4.47"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21515'>Link</a>","Kwamie Lassiter II","WR","2022","Kansas","4.47","4.47"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22582'>Link</a>","Inoke Moala","DE","2022","Indiana State","4.43","4.43"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22613'>Link</a>","Adam Cofield","RB","2022","Western Kentucky","4.43","4.43"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21144'>Link</a>","Ali Fayad","DE","2022","Western Michigan","4.39","4.39"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22071'>Link</a>","Sam Hammond","DE","2022","Nevada","4.39","4.39"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21986'>Link</a>","Payton Muljo","OT","2022","Northern Michigan","4.38","4.38"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22552'>Link</a>","Aaron Ramseur","LB","2022","East Carolina","4.37","4.37"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22017'>Link</a>","Carson Terrell","TE","2022","Utah State","4.36","4.36"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21001'>Link</a>","Reggie Roberson","WR","2022","Southern Methodist","4.35","4.35"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21029'>Link</a>","Zakoby McClain","LB","2022","Auburn","4.35","4.35"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21718'>Link</a>","Zach Smith","WR","2022","Southeast Missouri State","4.34","4.34"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21502'>Link</a>","Justin Chase","OT","2022","East Carolina","4.33","4.33"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21647'>Link</a>","Greg Bell","RB","2022","San Diego State","4.33","4.33"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22510'>Link</a>","Jordan Myers","FB","2022","Rice","4.33","4.33"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22545'>Link</a>","L.B. Mack III","LB","2022","Rhode Island","4.33","4.33"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21495'>Link</a>","Owen Carney","DE","2022","Illinois","4.32","4.32"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22387'>Link</a>","Leroy Watson","TE","2022","UTSA","4.32","4.32"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22391'>Link</a>","B.J. Daniels","RB","2022","UTSA","4.32","4.32"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21358'>Link</a>","Sam Camargo","TE","2022","Central Arkansas","4.31","4.31"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22023'>Link</a>","Justin Rice","LB","2022","Utah State","4.31","4.31"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22642'>Link</a>","Ikenna Onwuasoanya","DT","2022","Colorado State Pueblo","4.31","4.31"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21811'>Link</a>","Jack Colquhoun","PK","2022","Southern Illinois","4.3","4.3"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21987'>Link</a>","Landin Mitchell","OG","2022","Wayne State","4.3","4.3"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21329'>Link</a>","Duron Lowe","CB","2022","Liberty","4.29","4.29"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=20962'>Link</a>","Average DT","DT","2022","College","4.28","4.28"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21892'>Link</a>","Daylen Baldwin","WR","2022","Michigan","4.28","4.28"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21290'>Link</a>","Jayden Peevy","DT","2022","Texas A&M","4.27","4.27"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21940'>Link</a>","Phillip Howard","CB","2022","Minnesota","4.26","4.26"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22130'>Link</a>","Kyle Schott","OG","2022","Iowa","4.26","4.26"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21712'>Link</a>","Zabrian Moore","WR","2022","Alabama AM","4.25","4.25"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22002'>Link</a>","Jeremiah Tyler","LB","2022","Princeton","4.25","4.25"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21241'>Link</a>","Andrew Parchment","WR","2022","Florida State","4.24","4.24"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21708'>Link</a>","Dy'Vonne Inyang","SS","2022","UTEP","4.24","4.24"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21428'>Link</a>","Montaric Brown","CB","2022","Arkansas","4.23","4.23"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22420'>Link</a>","Logan Backhaus","LB","2022","South Dakota State","4.23","4.23"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21238'>Link</a>","Justus Harris","CB","2022","Minnesota","4.22","4.22"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22311'>Link</a>","Tyler Witt","OG","2022","Purdue","4.22","4.22"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22402'>Link</a>","Kaylon Geiger Sr.","WR","2022","Texas Tech","4.21","4.21"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21006'>Link</a>","Brock Hoffman","OC","2022","Virginia Tech","4.2","4.2"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21351'>Link</a>","Sean Mahone","SS","2022","West Virginia","4.2","4.2"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22467'>Link</a>","Trevon Bradford","WR","2022","Oregon State","4.2","4.2"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21995'>Link</a>","DeMarco Artis","LB","2022","West Florida","4.19","4.19"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22381'>Link</a>","Justin Hall","WR","2022","Ball State","4.19","4.19"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22206'>Link</a>","Josiah Schakel","LB","2022","Alberta","4.18","4.18"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22564'>Link</a>","Daniel Jackson","LB","2022","Florida International","4.18","4.18"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22504'>Link</a>","Anthony Koclanakis","LB","2022","Colorado State","4.17","4.17"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21867'>Link</a>","Matt Lynch","TE","2022","Colorado","4.15","4.15"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21038'>Link</a>","Jamaree Salyer","OT","2022","Georgia","4.14","4.14"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=21818'>Link</a>","Justin Mader","LS","2022","Texas","4.14","4.14"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21326'>Link</a>","Meiko Dotson","CB","2022","Florida State","4.13","4.13"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22147'>Link</a>","Grant Carlson","PK","2022","Boston College","4.13","4.13"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22382'>Link</a>","Chris Agyemang","DT","2022","Ball State","4.13","4.13"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22512'>Link</a>","Naeem Smith","FS","2022","Rice","4.13","4.13"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22559'>Link</a>","Roger Cray","CB","2022","Old Dominion","4.12","4.12"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21496'>Link</a>","Jahad Woods","SS","2022","Washington State","4.11","4.11"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22276'>Link</a>","Jalil Lecky","LB","2022","San Diego State","4.11","4.11"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21481'>Link</a>","Thomas Odukoya","TE","2022","Eastern Michigan","4.1","4.1"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22202'>Link</a>","Riley Pickett","DE","2022","Saskatchewan","4.1","4.1"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22422'>Link</a>","Tim Coleman","OG","2022","Richmond","4.1","4.1"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://relativeathleticscores.com/ras-information/?PlayerID=21360'>Link</a>","D.J. Davidson","DT","2022","Arizona State","4.09","4.09"
"<a target=""_blank"" class=""nt_btn nt_rounded_btn"" style=""color: rgba(0, 0, 0, 1); background-color: rgba(255, 255, 255, 1); border-color: rgba(0, 0, 0, 1)"" href='https://ras.football/ras-information/?PlayerID=22239'>Link</a>","Jarrett Guarantano","QB","2022","Washington State","4.09","4.09"
